Kelime | Kelimenin Frekansi | Most Likely Tag
masked | 3 | 0.0004757373929590866
mason | 5 | 0.0004972650422675286
masonic | 3 | 0.0025466893039049238
masons | 2 | 0.006153846153846154
mass | 7 | 0.00041050903119868636
mass. | 6 | 0.0005967180507210343
massachusetts | 9 | 0.002461033634126333
masses | 5 | 0.0005618608832453085
massive | 6 | 0.0006151953245155337
master | 15 | 0.025974025974025976
master's | 3 | 0.009009009009009009
masterpiece | 3 | 0.00012754017515517388
masters | 11 | 0.01615508885298869
match | 6 | 0.0008210180623973727
matched | 5 | 0.0009514747859181732
matches | 2 | 0.0002247443532981234
matching | 7 | 0.002370604504148558
matchmaker | 2 | 8.502678343678259e-05
material | 11 | 0.00046764730890230425
materials | 3 | 0.0003371165299471851
mates | 6 | 0.0006742330598943702
mathematics | 6 | 0.00025508035031034776
mating | 2 | 0.0007902015013828526
matter | 55 | 0.029411764705882353
matters | 8 | 0.0008989774131924936
matthew | 3 | 0.0016406890894175555
matunuck | 3 | 0.0002983590253605172
mature | 7 | 0.000717727878601456
mauch | 2 | 0.00019890601690701143
maureen | 3 | 0.0002983590253605172
maurice | 5 | 0.0004972650422675286
maximum | 8 | 0.000717727878601456
maxwell | 10 | 0.0035335689045936395
maxwell's | 2 | 0.0037174721189591076
may | 187 | 0.07730426164519326
maybe | 5 | 0.0010575296108291032
mayer | 2 | 0.00019890601690701143
mayfair | 2 | 0.0016406890894175555
maynard | 2 | 0.00019890601690701143
mayor | 31 | 0.029411764705882353
mayor's | 8 | 0.043010752688172046
mayoral | 2 | 0.0008488964346349745
mays | 10 | 0.000994530084535057
mays' | 2 | 0.0037174721189591076
maze | 2 | 8.502678343678259e-05
mazeroski | 3 | 0.0002983590253605172
mazurka | 2 | 8.502678343678259e-05
mcauliffe | 4 | 0.00039781203381402286
mcclellan | 8 | 0.0008203445447087777
mccloy | 2 | 0.00019890601690701143
mcconnell | 2 | 0.00019890601690701143
mccormick | 8 | 0.0008203445447087777
mccullers | 2 | 0.00019890601690701143
mcdaniel | 2 | 0.00019890601690701143
mckee | 2 | 0.00019890601690701143
mcnair | 3 | 0.0002983590253605172
md. | 2 | 0.0035335689045936395
me | 70 | 0.5714285714285714
mead | 2 | 0.0008203445447087777
meadow | 2 | 0.0005028916268544129
meals | 5 | 0.0005618608832453085
mean | 14 | 0.002257799671592775
meaning | 18 | 0.00273224043715847
meaningful | 2 | 0.00020506510817184457
meaningless | 4 | 0.00041013021634368914
means | 38 | 0.011552346570397111
meant | 4 | 0.0007136060894386299
meanwhile | 6 | 0.0012690355329949238
measure | 19 | 0.0006802142674942607
measured | 3 | 0.0004757373929590866
measures | 7 | 0.0007866052365434319
meat | 10 | 0.00273224043715847
mechanic | 2 | 8.502678343678259e-05
mechanics | 3 | 0.0003371165299471851
mechanism | 3 | 0.00012754017515517388
mechanisms | 2 | 0.0002247443532981234
medal | 2 | 8.502678343678259e-05
medical | 29 | 0.0027683789603199014
medicine | 6 | 0.00025508035031034776
mediocre | 2 | 0.00020506510817184457
medium | 5 | 0.00020506510817184457
meek | 9 | 0.0008950770760815514
meet | 38 | 0.025
meeting | 72 | 0.06896551724137931
meetings | 5 | 0.0005618608832453085
meets | 7 | 0.2
megaton | 2 | 8.502678343678259e-05
megatons | 10 | 0.001123721766490617
melancholy | 3 | 0.01098901098901099
melee | 2 | 8.502678343678259e-05
melodic | 2 | 0.00020506510817184457
melodies | 4 | 0.0004494887065962468
melodious | 2 | 0.00020506510817184457
melody | 5 | 0.00025144581342720644
melt | 2 | 0.00041050903119868636
melting | 3 | 0.034482758620689655
melvin | 3 | 0.0002983590253605172
member | 44 | 0.0018280758438908257
members | 95 | 0.010562984605011799
membership | 9 | 0.00038262052546552165
memorabilia | 2 | 0.0002247443532981234
memorable | 4 | 0.00041013021634368914
memorial | 12 | 0.010186757215619695
memories | 2 | 0.0002247443532981234
memory | 7 | 0.00029759374202873904
memphis | 3 | 0.0002983590253605172
men | 92 | 0.013513513513513514
men's | 4 | 0.04477611940298507
menace | 2 | 8.502678343678259e-05
mendelssohn | 2 | 0.00019890601690701143
menderes | 2 | 0.00019890601690701143
mental | 6 | 0.0006151953245155337
mentally | 5 | 0.0010575296108291032
mention | 12 | 0.0016420361247947454
mentioned | 11 | 0.002378686964795433
mercer | 2 | 0.0008203445447087777
merchandising | 2 | 0.0007902015013828526
mercy | 5 | 0.00025144581342720644
mere | 2 | 0.00020506510817184457
meredith | 5 | 0.0004972650422675286
merely | 28 | 0.005287648054145516
merge | 2 | 0.00041050903119868636
merger | 5 | 0.00273224043715847
mergers | 2 | 0.0002247443532981234
merit | 7 | 0.00025508035031034776
merits | 3 | 0.0007220216606498195
message | 9 | 0.00038262052546552165
messrs. | 2 | 0.006153846153846154
met | 21 | 0.0035335689045936395
metal | 3 | 0.00025144581342720644
method | 6 | 0.00025508035031034776
methodist | 7 | 0.0025466893039049238
methods | 15 | 0.0016855826497359254
metropolitan | 12 | 0.005942275042444821
mets | 2 | 0.05263157894736842
mettle | 2 | 8.502678343678259e-05
mexican | 2 | 0.00020506510817184457
mexico | 5 | 0.004101722723543888
mexico's | 2 | 0.09090909090909091
meyer | 4 | 0.00039781203381402286
meyner | 3 | 0.0002983590253605172
mi | 2 | 0.00025144581342720644
miami | 16 | 0.01060070671378092
miami's | 2 | 0.0037174721189591076
mich. | 2 | 0.0035335689045936395
michael | 5 | 0.0004972650422675286
michigan | 6 | 0.0016406890894175555
mickey | 12 | 0.0011934361014420687
mid | 2 | 0.00020506510817184457
mid-october | 2 | 0.00019890601690701143
middle | 13 | 0.01098901098901099
middle-aged | 2 | 0.01098901098901099
midnight | 6 | 0.00025508035031034776
midst | 5 | 0.00021256695859195646
midsummer | 2 | 8.502678343678259e-05
midway | 4 | 0.0007593014426727411
midwest | 2 | 0.0035335689045936395
might | 89 | 0.1111111111111111
mighty | 5 | 0.0015186028853454822
migrant | 2 | 0.00020506510817184457
mij | 3 | 0.0002983590253605172
mijbil | 3 | 0.0002983590253605172
mijbil's | 2 | 0.0037174721189591076
mike | 3 | 0.0002983590253605172
mile | 6 | 0.001257229067136032
miles | 30 | 0.003034048769524666
milestone | 2 | 8.502678343678259e-05
militant | 2 | 0.00020506510817184457
militarily | 2 | 0.00042301184433164127
militarism | 3 | 0.00273224043715847
military | 54 | 0.004613964933866502
milk | 2 | 0.00025144581342720644
mill | 3 | 0.00025144581342720644
miller | 4 | 0.0016406890894175555
miller's | 2 | 0.0037174721189591076
million | 69 | 0.024321466337680647
millions | 16 | 0.0017979548263849872
mills | 9 | 0.0008203445447087777
mills's | 2 | 0.0037174721189591076
milstein | 4 | 0.00039781203381402286
milt | 2 | 0.00019890601690701143
milton | 4 | 0.00039781203381402286
milwaukee | 4 | 0.00039781203381402286
mind | 17 | 0.0006377008757758694
minds | 7 | 0.0007866052365434319
mine | 5 | 0.11764705882352941
mineral | 3 | 0.00025144581342720644
minimum | 4 | 0.00012754017515517388
mining | 3 | 0.0003951007506914263
minister | 14 | 0.001257229067136032
ministers | 4 | 0.0032310177705977385
mink | 3 | 0.00012754017515517388
minneapolis | 4 | 0.0035335689045936395
minnesota | 5 | 0.0008203445447087777
minnie | 2 | 0.00019890601690701143
minor | 19 | 0.0050933786078098476
minorities | 2 | 0.0002247443532981234
minority | 4 | 0.00017005356687356519
minors | 2 | 0.0002247443532981234
minute | 5 | 0.00017005356687356519
minutemen | 5 | 0.015384615384615385
minutes | 29 | 0.0031464209461737275
miracle | 3 | 0.00012754017515517388
miracles | 2 | 0.0002247443532981234
mirror | 2 | 8.502678343678259e-05
misbehavior | 3 | 0.00012754017515517388
miscalculation | 2 | 8.502678343678259e-05
miscellaneous | 2 | 0.00020506510817184457
mischa | 2 | 0.00019890601690701143
misdeeds | 3 | 0.0003371165299471851
miserable | 4 | 0.00041013021634368914
misfortune | 4 | 0.00017005356687356519
miss | 78 | 0.007458975634012929
miss. | 4 | 0.0035335689045936395
missed | 12 | 0.0023161551823972205
misses | 2 | 0.0016155088852988692
missile | 11 | 0.00046764730890230425
missiles | 5 | 0.0016155088852988692
missing | 7 | 0.002765705254839984
mission | 7 | 0.00273224043715847
missionary | 4 | 0.00273224043715847
missions | 2 | 0.0002247443532981234
mississippi | 11 | 0.0035335689045936395
mississippi's | 2 | 0.0037174721189591076
missouri | 9 | 0.004101722723543888
missouri's | 4 | 0.007434944237918215
mistake | 7 | 0.00029759374202873904
mistaken | 3 | 0.0007136060894386299
mistakes | 7 | 0.0007866052365434319
mistrial | 2 | 8.502678343678259e-05
misunderstanding | 3 | 0.0003951007506914263
mitchell | 21 | 0.00208851317752362
mix | 2 | 0.00041050903119868636
mixed | 3 | 0.0007136060894386299
mixture | 3 | 0.00012754017515517388
mizell | 3 | 0.0002983590253605172
mm. | 3 | 0.00012754017515517388
mmes | 3 | 0.00012754017515517388
mmes. | 2 | 0.006153846153846154
mo. | 4 | 0.0035335689045936395
mob | 2 | 8.502678343678259e-05
mobile | 3 | 0.00030759766225776686
mobilized | 2 | 0.0004757373929590866
model | 6 | 0.00020525451559934318
models | 6 | 0.0006742330598943702
moderate | 3 | 0.00030759766225776686
moderator | 2 | 8.502678343678259e-05
modern | 24 | 0.0023582487439762125
modest | 16 | 0.02197802197802198
modification | 2 | 8.502678343678259e-05
modified | 2 | 0.014285714285714285
moiseyev | 2 | 0.0008203445447087777
moiseyeva | 2 | 0.00019890601690701143
moliere | 3 | 0.0002983590253605172
moliere's | 5 | 0.00929368029739777
molly | 4 | 0.0008203445447087777
moloch | 2 | 0.00019890601690701143
molotov | 6 | 0.0008203445447087777
molvar | 3 | 0.0002983590253605172
moment | 26 | 0.0011053481846781737
momentous | 4 | 0.00041013021634368914
moments | 12 | 0.006756756756756757
monday | 54 | 0.08970099667774087
monday's | 3 | 0.0967741935483871
money | 42 | 0.0017855624521724343
monopolies | 3 | 0.0003371165299471851
monopolistic | 2 | 0.00020506510817184457
monopoly | 4 | 0.00017005356687356519
monroe | 5 | 0.0004972650422675286
monstrous | 3 | 0.00030759766225776686
monte | 3 | 0.0002983590253605172
montgomery | 3 | 0.002461033634126333
month | 43 | 0.0018280758438908257
month's | 2 | 0.006006006006006006
monthly | 3 | 0.00025144581342720644
months | 48 | 0.005393864479154961
months' | 2 | 0.029850746268656716
monument | 5 | 0.00273224043715847
monumental | 2 | 0.00020506510817184457
mood | 15 | 0.00273224043715847
moody | 3 | 0.00019890601690701143
moon | 4 | 0.00017005356687356519
moore | 6 | 0.0005967180507210343
moral | 15 | 0.001127858094945145
morale | 7 | 0.00029759374202873904
morality | 4 | 0.00017005356687356519
more | 386 | 0.26666666666666666
moreover | 12 | 0.0025380710659898475
mores | 2 | 0.0002247443532981234
morgan | 3 | 0.0002983590253605172
morgenthau | 2 | 0.0016406890894175555
moritz | 11 | 0.001093983092988563
morley | 2 | 0.00019890601690701143
morning | 14 | 0.0005951874840574781
morris | 9 | 0.002461033634126333
morrison | 3 | 0.0002983590253605172
morse | 6 | 0.0005967180507210343
mortar | 4 | 0.00025144581342720644
mortgage | 3 | 0.00025144581342720644
mortgages | 2 | 0.0002247443532981234
morton | 13 | 0.005742411812961444
moscow | 35 | 0.01060070671378092
mosk | 3 | 0.0002983590253605172
moss | 5 | 0.0008203445447087777
most | 193 | 0.5
mostly | 11 | 0.038461538461538464
motel | 9 | 0.00273224043715847
motels | 4 | 0.0004494887065962468
mother | 35 | 0.00273224043715847
mother's | 9 | 0.024024024024024024
mothers | 6 | 0.0006742330598943702
motion | 4 | 0.00017005356687356519
motion-picture | 2 | 8.502678343678259e-05
motions | 5 | 0.0005618608832453085
motivated | 3 | 0.0004757373929590866
motor | 11 | 0.0004251339171839129
motorist | 2 | 8.502678343678259e-05
motorists | 5 | 0.0005618608832453085
mound | 5 | 0.0005028916268544129
mount | 6 | 0.001257229067136032
mounted | 3 | 0.0004757373929590866
mouth | 4 | 0.00017005356687356519
move | 33 | 0.025
moved | 21 | 0.0037637521713954833
movement | 27 | 0.0011478615763965648
movements | 8 | 0.0008989774131924936
moves | 12 | 0.005054151624548736
movie | 8 | 0.00034010713374713037
movies | 8 | 0.006756756756756757
moving | 29 | 0.009087317265902806
mr. | 370 | 0.036499254102436596
mrs. | 266 | 0.026355047240179015
much | 126 | 0.5714285714285714
mud | 3 | 0.00012754017515517388
mullenax | 2 | 0.00019890601690701143
mulligan's | 4 | 0.007434944237918215
multiple | 3 | 0.00030759766225776686
multnomah | 6 | 0.004101722723543888
municipal | 9 | 0.0009227929867733005
municipalities | 3 | 0.0003371165299471851
murder | 6 | 0.00021256695859195646
murderers | 2 | 0.0002247443532981234
murphy | 4 | 0.0035335689045936395
murray | 6 | 0.0008203445447087777
murtaugh | 3 | 0.0002983590253605172
muscle | 5 | 0.00021256695859195646
muscles | 2 | 0.0002247443532981234
muscular | 3 | 0.00030759766225776686
museum | 10 | 0.001257229067136032
musial | 3 | 0.0002983590253605172
music | 94 | 0.0035286115126264774
musical | 40 | 0.0035886393930072797
musicals | 2 | 0.0002247443532981234
musician | 5 | 0.00021256695859195646
musicians | 9 | 0.0010113495898415553
musicianship | 2 | 8.502678343678259e-05
musique | 2 | 0.0425531914893617
must | 115 | 1.0
mutual | 5 | 0.0005126627704296114
my | 96 | 0.4444444444444444
myers | 2 | 0.00019890601690701143
myself | 9 | 0.0703125
mystery | 4 | 0.00017005356687356519
n. | 15 | 0.0035335689045936395
n.c. | 2 | 0.00019890601690701143
n.j. | 2 | 0.00019890601690701143
n.y. | 6 | 0.0005967180507210343
nab | 2 | 0.00020525451559934318
nagrin | 5 | 0.0008203445447087777
nailed | 3 | 0.0005790387955993051
nairne | 2 | 0.00019890601690701143
nam | 12 | 0.006562756357670222
name | 35 | 0.0013604285349885215
named | 13 | 0.0028544243577545195
namely | 2 | 0.00042301184433164127
names | 13 | 0.001460838296437802
nancy | 2 | 0.00019890601690701143
naomi | 2 | 0.00019890601690701143
narcotic | 2 | 0.00010253255408592229
narcotics | 6 | 0.0006742330598943702
narragansett | 2 | 0.0016406890894175555
narrative | 2 | 8.502678343678259e-05
narrow | 3 | 0.00030759766225776686
nashville | 4 | 0.00039781203381402286
nation | 20 | 0.0007652410509310433
nation's | 17 | 0.04804804804804805
national | 109 | 0.1
nationally | 3 | 0.0006345177664974619
nations | 48 | 0.14285714285714285
nations' | 3 | 0.10344827586206896
nationwide | 3 | 0.00030759766225776686
native | 12 | 0.0005126627704296114
nato | 10 | 0.0004251339171839129
natural | 25 | 0.02197802197802198
naturally | 8 | 0.001692047377326565
nature | 18 | 0.00273224043715847
nautilus | 2 | 0.00019890601690701143
naval | 4 | 0.00041013021634368914
navy | 8 | 0.001257229067136032
navy's | 6 | 0.3333333333333333
nazi | 2 | 0.00019890601690701143
nazis | 2 | 0.006153846153846154
nbc | 5 | 0.00017005356687356519
ncta | 3 | 0.00012754017515517388
ne | 5 | 0.0016406890894175555
near | 24 | 0.038461538461538464
nearby | 7 | 0.0005126627704296114
nearest | 2 | 0.08333333333333333
nearing | 3 | 0.001185302252074279
nearly | 23 | 0.004864636209813875
neatly | 2 | 0.00042301184433164127
necessarily | 6 | 0.0012690355329949238
necessary | 27 | 0.0027683789603199014
necessitate | 2 | 0.00041050903119868636
necessitated | 3 | 0.0007136060894386299
necessity | 6 | 0.00025508035031034776
neck | 7 | 0.00029759374202873904
neckline | 2 | 8.502678343678259e-05
need | 63 | 0.005747126436781609
needed | 36 | 0.05714285714285714
needs | 29 | 0.01588447653429603
needy | 4 | 0.00041013021634368914
negative | 3 | 0.00020506510817184457
neglected | 2 | 0.00546448087431694
negotiate | 4 | 0.0008210180623973727
negotiating | 3 | 0.001185302252074279
negotiation | 3 | 0.00012754017515517388
negotiations | 16 | 0.0017979548263849872
negro | 40 | 0.0037792143212332175
negro-appeal | 6 | 0.0006151953245155337
negroes | 10 | 0.03076923076923077
nehru | 2 | 0.00019890601690701143
neighbor | 7 | 0.00029759374202873904
neighborhood | 7 | 0.00029759374202873904
neighborhoods | 2 | 0.0002247443532981234
neighboring | 6 | 0.002370604504148558
neighbors | 11 | 0.0012360939431396785
neil | 2 | 0.00019890601690701143
neiman-marcus | 4 | 0.0008203445447087777
neither | 27 | 0.4117647058823529
nelson | 6 | 0.0005967180507210343
nerve | 2 | 8.502678343678259e-05
nerves | 2 | 0.0002247443532981234
nervous | 2 | 0.00020506510817184457
net | 5 | 0.00021256695859195646
network | 3 | 0.00012754017515517388
neutral | 13 | 0.01098901098901099
neutralist | 4 | 0.00020506510817184457
neutralists | 2 | 0.0002247443532981234
neutralized | 2 | 0.0004757373929590866
nevada | 4 | 0.0008203445447087777
never | 87 | 0.018401015228426396
nevertheless | 11 | 0.002326565143824027
new | 427 | 0.2
newark | 7 | 0.0016406890894175555
newbold | 2 | 0.00019890601690701143
newcomers | 2 | 0.0002247443532981234
newer | 5 | 0.018518518518518517
newest | 8 | 0.038834951456310676
newfoundland | 2 | 0.00019890601690701143
newly | 6 | 0.0010575296108291032
newport | 16 | 0.0016406890894175555
news | 29 | 0.00546448087431694
newsmen | 4 | 0.0004494887065962468
newspaper | 5 | 0.00021256695859195646
newspapers | 6 | 0.0006742330598943702
next | 77 | 0.06666666666666667
nice | 12 | 0.001127858094945145
nicely | 2 | 0.00042301184433164127
nick | 2 | 0.00019890601690701143
niece | 2 | 8.502678343678259e-05
nieman | 3 | 0.0035335689045936395
night | 114 | 0.004718986480741433
night's | 3 | 0.009009009009009009
nightclubs | 4 | 0.006756756756756757
nightmare | 2 | 8.502678343678259e-05
nights | 5 | 0.0016155088852988692
nikita | 6 | 0.0005967180507210343
nikolai | 2 | 0.00019890601690701143
nine | 22 | 0.007754670426506873
nineteen | 3 | 0.0125
nineteenth | 2 | 0.004210526315789474
nineteenth-century | 3 | 0.00012754017515517388
ninth | 10 | 0.03333333333333333
nischwitz | 3 | 0.0002983590253605172
nixon | 22 | 0.002187966185977126
nkrumah | 2 | 0.00019890601690701143
no | 273 | 0.027522935779816515
no-hit | 2 | 8.502678343678259e-05
no. | 12 | 0.0030173497611264773
nobel | 6 | 0.003281378178835111
noble | 5 | 0.0005126627704296114
nobody | 5 | 0.018867924528301886
nobody's | 2 | 1.0
noel | 2 | 0.00019890601690701143
noise | 4 | 0.00017005356687356519
nominated | 2 | 0.0004757373929590866
nomination | 6 | 0.00025508035031034776
nominee | 2 | 8.502678343678259e-05
non-profit | 2 | 0.00020506510817184457
non-service-connected | 4 | 0.00041013021634368914
none | 18 | 0.06792452830188679
nonpartisan | 2 | 0.00020506510817184457
nonresidential | 2 | 0.00020506510817184457
nonsense | 3 | 0.00012754017515517388
nonwhite | 2 | 0.00020506510817184457
noon | 4 | 0.029411764705882353
nor | 30 | 0.005573100501579045
nordmann | 4 | 0.00039781203381402286
norell | 2 | 0.00019890601690701143
norm | 3 | 0.00019890601690701143
norma | 2 | 0.0035335689045936395
normal | 12 | 0.0012303906490310674
normally | 4 | 0.0008460236886632825
norman | 9 | 0.0008950770760815514
north | 52 | 0.03480475382003396
northeast | 3 | 0.0016611295681063123
northern | 9 | 0.003395585738539898
northwest | 9 | 0.006644518272425249
nose | 2 | 8.502678343678259e-05
nostalgia | 4 | 0.00017005356687356519
nostalgic | 4 | 0.00041013021634368914
not | 640 | 1.0
notable | 3 | 0.00030759766225776686
notably | 4 | 0.0008460236886632825
note | 21 | 0.0008077544426494346
noted | 10 | 0.014285714285714285
notes | 7 | 0.001444043321299639
nothing | 28 | 1.0
notice | 9 | 0.0006157635467980296
noticeable | 3 | 0.00030759766225776686
noticed | 3 | 0.0005790387955993051
notices | 2 | 0.0002247443532981234
noting | 3 | 0.001185302252074279
notion | 4 | 0.00017005356687356519
notre | 6 | 0.002461033634126333
notte | 5 | 0.0004972650422675286
nourished | 2 | 0.0004757373929590866
nov. | 17 | 0.0016907011437095971
novel | 10 | 0.00030759766225776686
novelist | 2 | 8.502678343678259e-05
novels | 3 | 0.0003371165299471851
november | 21 | 0.00208851317752362
now | 186 | 0.039128595600676816
nowhere | 3 | 0.0006345177664974619
nozzle | 2 | 8.502678343678259e-05
nuclear | 55 | 0.005639290474725726
nudes | 2 | 0.0002247443532981234
nugent | 2 | 0.00019890601690701143
number | 56 | 0.00273224043715847
numbers | 14 | 0.001460838296437802
numbness | 2 | 0.00273224043715847
numerous | 7 | 0.000717727878601456
nurse | 4 | 0.00017005356687356519
nurses | 4 | 0.0004494887065962468
nursing | 8 | 0.06896551724137931
nutcracker | 3 | 0.0007543374402816193
nw | 4 | 0.00017005356687356519
nyberg | 2 | 0.00019890601690701143
nyu | 3 | 0.00012754017515517388
o | 3 | 0.00012754017515517388
o'clock | 5 | 0.09523809523809523
o'neill | 2 | 0.00019890601690701143
o'sullivan | 2 | 0.00019890601690701143
o. | 11 | 0.0016406890894175555
oak | 6 | 0.029411764705882353
oas | 3 | 0.00012754017515517388
object | 4 | 0.00020525451559934318
objected | 3 | 0.0005790387955993051
objection | 3 | 0.00012754017515517388
objections | 2 | 0.0002247443532981234
objective | 8 | 0.00041013021634368914
objects | 6 | 0.0006742330598943702
obligation | 3 | 0.00012754017515517388
obligations | 9 | 0.006756756756756757
obscure | 2 | 0.00020506510817184457
observation | 4 | 0.00017005356687356519
observe | 2 | 0.00041050903119868636
observed | 6 | 0.0011893434823977164
observer | 3 | 0.00025144581342720644
observers | 5 | 0.0005618608832453085
observes | 2 | 0.001444043321299639
observing | 2 | 0.0007902015013828526
obsessed | 2 | 0.0004757373929590866
obsession | 3 | 0.00273224043715847
obstacles | 3 | 0.0003371165299471851
obtain | 9 | 0.0018472906403940886
obtained | 11 | 0.0021408182683158895
obtaining | 2 | 0.0007902015013828526
obvious | 15 | 0.0015379883112888342
obviously | 12 | 0.0025380710659898475
occasion | 7 | 0.00029759374202873904
occasional | 7 | 0.000717727878601456
occasionally | 6 | 0.0012690355329949238
occasions | 3 | 0.0003371165299471851
occupancy | 3 | 0.00012754017515517388
occupants | 4 | 0.0004494887065962468
occupation | 7 | 0.00029759374202873904
occur | 3 | 0.0006157635467980296
occurred | 7 | 0.002026635784597568
ocean | 3 | 0.00025144581342720644
oct. | 27 | 0.007067137809187279
october | 19 | 0.0018896071606166087
odd | 6 | 0.0006151953245155337
odds | 5 | 0.0005618608832453085
of | 5655 | 1.0
off | 108 | 0.14285714285714285
off-beat | 2 | 0.00020506510817184457
off-broadway | 2 | 0.00021150592216582064
offense | 4 | 0.00017005356687356519
offenses | 4 | 0.006756756756756757
offensive | 3 | 0.00030759766225776686
offer | 16 | 0.0026683087027914616
offered | 19 | 0.0031847133757961785
offering | 8 | 0.0015804030027657052
offers | 5 | 0.0036101083032490976
office | 38 | 0.0014029419267069126
officer | 12 | 0.00273224043715847
officers | 17 | 0.0019103270030340488
offices | 5 | 0.0005618608832453085
official | 34 | 0.002665846406233979
officially | 4 | 0.0008460236886632825
officials | 21 | 0.0023598157096302954
officiated | 3 | 0.0008685581933989577
offshore | 2 | 0.00021150592216582064
often | 48 | 0.01015228426395939
ogden | 3 | 0.0035335689045936395
oh | 3 | 0.16666666666666666
ohio | 14 | 0.004922067268252666
oil | 10 | 0.0010057832537088258
okla. | 3 | 0.0002983590253605172
oklahoma | 8 | 0.002461033634126333
ol' | 2 | 0.0008488964346349745
old | 105 | 0.012733446519524618
old-fashioned | 3 | 0.00030759766225776686
older | 6 | 0.022222222222222223
oldest | 4 | 0.019417475728155338
olga | 2 | 0.00019890601690701143
oliver | 3 | 0.0002983590253605172
olympic | 2 | 0.001697792869269949
omitted | 2 | 0.0004757373929590866
on | 1103 | 0.25
once | 60 | 0.19047619047619047
one | 470 | 0.2037735849056604
one's | 6 | 0.6
one-fourth | 2 | 8.502678343678259e-05
one-half | 2 | 8.502678343678259e-05
one-third | 2 | 8.502678343678259e-05
ones | 15 | 0.0016855826497359254
only | 233 | 0.04860699466508595
onslaught | 2 | 8.502678343678259e-05
onto | 6 | 0.00031783027863121094
op. | 8 | 0.0020115665074176515
open | 61 | 0.025
opened | 26 | 0.005790387955993051
opener | 4 | 0.00017005356687356519
opening | 29 | 0.008297115764519953
openly | 5 | 0.0010575296108291032
opens | 5 | 0.0036101083032490976
opera | 24 | 0.02702702702702703
operas | 2 | 0.0002247443532981234
operate | 6 | 0.0012315270935960591
operated | 4 | 0.0005790387955993051
operates | 5 | 0.0036101083032490976
operatic | 3 | 0.00030759766225776686
operating | 6 | 0.002370604504148558
operation | 20 | 0.0007652410509310433
operations | 13 | 0.0016155088852988692
operator | 2 | 8.502678343678259e-05
operators | 5 | 0.0005618608832453085
operetta | 2 | 8.502678343678259e-05
opinion | 16 | 0.0006802142674942607
opinions | 7 | 0.0007866052365434319
opponent | 4 | 0.00017005356687356519
opponents | 4 | 0.0004494887065962468
opportunities | 2 | 0.0002247443532981234
opportunity | 18 | 0.0007652410509310433
oppose | 8 | 0.0016420361247947454
opposed | 11 | 0.0019029495718363464
opposes | 2 | 0.001444043321299639
opposite | 6 | 0.00030759766225776686
opposition | 18 | 0.00273224043715847
optimism | 3 | 0.00012754017515517388
optimistic | 4 | 0.00041013021634368914
option | 2 | 8.502678343678259e-05
or | 404 | 0.07486531673787851
orange | 6 | 0.002461033634126333
orbit | 2 | 8.502678343678259e-05
orchestra | 35 | 0.002514458134272064
orchestra's | 2 | 0.006006006006006006
orchestral | 3 | 0.0008488964346349745
orchestras | 2 | 0.0002247443532981234
orcutt | 2 | 0.00019890601690701143
ordained | 2 | 0.0004757373929590866
order | 38 | 0.00273224043715847
ordered | 10 | 0.0014272121788772598
orderly | 6 | 0.0006151953245155337
orders | 7 | 0.0007866052365434319
ordinance | 5 | 0.00021256695859195646
ordinary | 15 | 0.0012303906490310674
ore. | 2 | 0.00019890601690701143
oregon | 4 | 0.0016406890894175555
organdy | 2 | 8.502678343678259e-05
organization | 44 | 0.0027659039476992707
organization's | 3 | 0.009009009009009009
organizations | 6 | 0.0016155088852988692
organize | 4 | 0.0008210180623973727
organized | 8 | 0.001665080875356803
organizers | 2 | 0.0002247443532981234
organizing | 2 | 0.0007902015013828526
organs | 2 | 0.0002247443532981234
oriental | 6 | 0.004244482173174873
orientation | 5 | 0.00021256695859195646
origin | 4 | 0.00017005356687356519
original | 22 | 0.002153183635804368
originally | 8 | 0.001692047377326565
originals | 3 | 0.0003371165299471851
originated | 3 | 0.0005790387955993051
oriole | 5 | 0.0004972650422675286
orioles | 11 | 0.03076923076923077
orleans | 17 | 0.013125512715340444
ory | 3 | 0.0008203445447087777
osborne | 2 | 0.00019890601690701143
oscar | 4 | 0.00039781203381402286
oslo | 5 | 0.0035335689045936395
other | 282 | 0.16538233550681683
other's | 2 | 1.0
others | 44 | 0.013513513513513514
otherwise | 11 | 0.002326565143824027
otter | 4 | 0.00017005356687356519
ought | 9 | 0.0044598612487611496
our | 171 | 1.0
ours | 6 | 0.35294117647058826
ourselves | 8 | 0.14814814814814814
oust | 2 | 0.00041050903119868636
out | 276 | 0.27249357326478146
out-of-town | 2 | 0.00020506510817184457
outcome | 4 | 0.00017005356687356519
outdoors | 2 | 8.502678343678259e-05
outfield | 2 | 8.502678343678259e-05
outfielder | 4 | 0.00025144581342720644
outfit | 2 | 8.502678343678259e-05
outgoing | 4 | 0.00041013021634368914
outlay | 2 | 8.502678343678259e-05
outlets | 2 | 0.0002247443532981234
outline | 2 | 0.00020525451559934318
outlook | 6 | 0.00025508035031034776
outmoded | 2 | 0.00020506510817184457
output | 2 | 8.502678343678259e-05
outright | 4 | 0.00030759766225776686
outset | 4 | 0.00017005356687356519
outside | 26 | 0.0008475474096832291
outsiders | 2 | 0.0002247443532981234
outspoken | 2 | 0.00020506510817184457
outstanding | 7 | 0.0008488964346349745
over | 185 | 0.2857142857142857
over-all | 5 | 0.0005126627704296114
overcome | 7 | 0.0012315270935960591
